                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.92186,                0.96509,                0.88122,                0.76702,                0.58333,                0.63511,                0.39685,                 1.1744,                 1.8925,                0.98213,               0.002377,               0.002377,               0.002377
                    156,                0.75121,                0.92811,                0.90665,                0.76702,                0.58333,                0.63511,                0.39685,                 1.1744,                 1.8925,                0.98213,              0.0023275,              0.0023275,              0.0023275
                    157,                0.84985,                0.89982,                0.90569,                0.71848,                0.59345,                0.65069,                0.39151,                 1.2211,                 1.9034,                0.97581,               0.002278,               0.002278,               0.002278
                    158,                 0.8076,                0.92689,                0.90303,                0.71848,                0.59345,                0.65069,                0.39151,                 1.2211,                 1.9034,                0.97581,              0.0022285,              0.0022285,              0.0022285
                    159,                0.85488,                0.92994,                0.89926,                0.76306,                 0.5625,                0.66548,                0.40235,                 1.1905,                 1.8757,                0.98647,               0.002179,               0.002179,               0.002179
                    160,                0.81701,                0.84619,                0.88673,                0.76306,                 0.5625,                0.66548,                0.40235,                 1.1905,                 1.8757,                0.98647,              0.0021295,              0.0021295,              0.0021295
                    161,                0.83781,                0.91083,                0.93008,                0.72255,                0.58333,                0.67018,                0.39374,                 1.1744,                  1.835,                0.99642,                0.00208,                0.00208,                0.00208
                    162,                0.82463,                0.94497,                0.89457,                0.72255,                0.58333,                0.67018,                0.39374,                 1.1744,                  1.835,                0.99642,              0.0020305,              0.0020305,              0.0020305
                    163,                0.82578,                0.86616,                0.87248,                0.68288,                0.62783,                0.66506,                0.39042,                 1.1563,                  1.857,                0.98477,               0.001981,               0.001981,               0.001981
                    164,                 0.8029,                0.85068,                0.88566,                0.68288,                0.62783,                0.66506,                0.39042,                 1.1563,                  1.857,                0.98477,              0.0019315,              0.0019315,              0.0019315
                    165,                 0.8696,                0.87726,                0.91495,                0.71229,                0.57081,                0.65256,                0.37211,                 1.2704,                 1.8097,                 1.0891,               0.001882,               0.001882,               0.001882
                    166,                0.74636,                0.88148,                0.89171,                0.71229,                0.57081,                0.65256,                0.37211,                 1.2704,                 1.8097,                 1.0891,              0.0018325,              0.0018325,              0.0018325
                    167,                0.90374,                0.87244,                0.88823,                0.69759,                0.55952,                0.64037,                0.37034,                 1.1944,                 1.7939,                 1.0742,               0.001783,               0.001783,               0.001783
                    168,                0.78605,                0.89123,                0.90461,                0.69759,                0.55952,                0.64037,                0.37034,                 1.1944,                 1.7939,                 1.0742,              0.0017335,              0.0017335,              0.0017335
                    169,                0.77482,                0.92174,                0.88703,                0.53024,                0.71296,                0.65392,                 0.3767,                 1.1972,                 1.7755,                 1.0734,               0.001684,               0.001684,               0.001684
                    170,                0.83782,                0.89612,                0.90044,                0.53024,                0.71296,                0.65392,                 0.3767,                 1.1972,                 1.7755,                 1.0734,              0.0016345,              0.0016345,              0.0016345
                    171,                0.87281,                0.93551,                0.89381,                0.67454,                0.60215,                0.66583,                0.39358,                 1.2129,                 1.7361,                 1.0686,               0.001585,               0.001585,               0.001585
                    172,                0.86913,                0.94136,                0.86831,                0.67454,                0.60215,                0.66583,                0.39358,                 1.2129,                 1.7361,                 1.0686,              0.0015355,              0.0015355,              0.0015355
                    173,                0.80004,                0.89385,                0.92064,                 0.6082,                0.67949,                0.64143,                0.38465,                 1.2026,                 1.7605,                 1.0556,               0.001486,               0.001486,               0.001486
                    174,                0.79662,                 1.0139,                0.90681,                 0.6082,                0.67949,                0.64143,                0.38465,                 1.2026,                 1.7605,                 1.0556,              0.0014365,              0.0014365,              0.0014365
                    175,                0.78607,                0.90838,                0.91502,                0.66707,                0.66741,                0.64212,                0.36587,                 1.2379,                 1.7431,                 1.0802,               0.001387,               0.001387,               0.001387
                    176,                0.81602,                0.87439,                0.91407,                0.66707,                0.66741,                0.64212,                0.36587,                 1.2379,                 1.7431,                 1.0802,              0.0013375,              0.0013375,              0.0013375
                    177,                0.72502,                0.88382,                0.92847,                0.67427,                 0.6875,                0.64253,                0.37659,                 1.1968,                 1.7655,                 1.0718,               0.001288,               0.001288,               0.001288
                    178,                0.71066,                0.86199,                 0.8701,                0.67427,                 0.6875,                0.64253,                0.37659,                 1.1968,                 1.7655,                 1.0718,              0.0012385,              0.0012385,              0.0012385
                    179,                0.84761,                0.96829,                0.86398,                0.66441,                 0.6875,                0.64814,                0.37634,                 1.2207,                 1.7799,                  1.062,               0.001189,               0.001189,               0.001189
                    180,                0.86291,                0.94826,                0.88979,                0.66441,                 0.6875,                0.64814,                0.37634,                 1.2207,                 1.7799,                  1.062,              0.0011395,              0.0011395,              0.0011395
                    181,                0.70036,                0.83947,                0.88153,                0.65676,                 0.6875,                0.66001,                0.38611,                 1.1825,                 1.7622,                 1.0409,                0.00109,                0.00109,                0.00109
                    182,                0.80034,                0.87385,                 0.9095,                0.65676,                 0.6875,                0.66001,                0.38611,                 1.1825,                 1.7622,                 1.0409,              0.0010405,              0.0010405,              0.0010405
                    183,                0.79347,                0.88599,                0.90895,                0.65258,                 0.6875,                0.65686,                0.39371,                 1.1466,                 1.7473,                 1.0331,               0.000991,               0.000991,               0.000991
                    184,                0.74021,                0.91862,                0.88929,                0.65258,                 0.6875,                0.65686,                0.39371,                 1.1466,                 1.7473,                 1.0331,              0.0009415,              0.0009415,              0.0009415
